Facility ID,Facility Criteria Exception Name,Facility Criteria Exception Reason
4117226,Length,should be between 17 and 26
4117226,Width,should be between 9 and 18
2009285,OvalTrackLength,should be 400
2009285,SprintStraightLength,should be between 100 and 150
2009285,StraightTrackLanes,should be between 4 and 12
2003098,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4003121,Length,should be between 4 and 50
4003121,Width,should be between 3 and 30
2071219,Length,should be between 17 and 26
2071219,Width,should be between 9 and 18
4003138,Length,should be between 17 and 26
4003138,Width,should be between 9 and 18
4003148,Length,should be between 4 and 50
4003148,Width,should be between 3 and 30
4003149,Length,should be between 4 and 50
4003149,Width,should be between 3 and 30
4003156,Length,should be between 4 and 50
4003156,Width,should be between 3 and 30
2003218,Length,should be between 17 and 26
2003218,Width,should be between 9 and 18
4071769,Length,should be between 17 and 26
4071769,Width,should be between 9 and 18
2003303,Length,should be between 17 and 26
2003303,Width,should be between 9 and 18
2003359,Length,should be between 17 and 26
2003359,Width,should be between 9 and 18
4106154,Length,should be between 17 and 26
4106154,Width,should be between 9 and 18
2003383,Length,should be between 17 and 26
2003383,Width,should be between 9 and 18
4003394,Length,should be between 4 and 50
4003394,Width,should be between 3 and 30
4003413,Length,should be between 4 and 50
4003413,Width,should be between 3 and 30
4077976,Length,should be between 4 and 50
4077976,Width,should be between 3 and 30
4077977,Length,should be between 4 and 50
4077977,Width,should be between 3 and 30
4102651,Length,should be between 17 and 26
4102651,Width,should be between 9 and 18
4003425,Length,should be between 4 and 50
4003425,Width,should be between 3 and 30
2009292,OvalTrackLength,should be 400
2009292,SprintStraightLength,should be between 100 and 150
2009292,StraightTrackLanes,should be between 4 and 12
2039295,Length,should be between 17 and 26
2039295,Width,should be between 9 and 18
2039296,Length,should be between 17 and 26
2039296,Width,should be between 9 and 18
4026909,Length,should be between 17 and 26
4026909,Width,should be between 9 and 18
4003467,Length,should be between 4 and 50
4003467,Width,should be between 3 and 30
4104238,Length,should be between 4 and 50
4104238,Width,should be between 3 and 30
2072101,Length,should be between 17 and 26
2072101,Width,should be between 9 and 18
2003498,Length,should be between 17 and 26
2003498,Width,should be between 9 and 18
2027117,Length,should be between 17 and 26
2027117,Width,should be between 9 and 18
2027118,Length,should be between 17 and 26
2027118,Width,should be between 9 and 18
2071774,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2079148,Stations,should be between 5 and 700
4079149,Length,should be between 4 and 50
4079149,Width,should be between 3 and 30
2009294,OvalTrackLength,should be 400
2009294,SprintStraightLength,should be between 100 and 150
2009294,StraightTrackLanes,should be between 4 and 12
2003507,Length,should be between 17 and 26
2003507,Width,should be between 9 and 18
4009296,OvalTrackLength,should be 400
4009296,SprintStraightLength,should be between 100 and 150
4009296,StraightTrackLanes,should be between 4 and 12
4102654,Length,should be between 4 and 50
4102654,Width,should be between 3 and 30
4003585,Length,should be between 4 and 50
4003585,Width,should be between 3 and 30
4003587,Length,should be between 17 and 26
4003587,Width,should be between 9 and 18
4003588,Length,should be between 17 and 26
4003588,Width,should be between 9 and 18
4115737,Length,should be between 17 and 26
4115737,Width,should be between 9 and 18
2003609,Length,should be between 17 and 26
2003609,Width,should be between 9 and 18
2028149,Length,should be between 17 and 26
2028149,Width,should be between 9 and 18
2077945,Length,should be between 17 and 26
2077945,Width,should be between 9 and 18
2027913,Width,should be between 53 and 100
4003687,Length,should be between 4 and 50
4003687,Width,should be between 3 and 30
4009304,OvalTrackLength,should be 400
4009304,SprintStraightLength,should be between 100 and 150
4009304,StraightTrackLanes,should be between 4 and 12
2028328,Length,should be between 17 and 26
2028328,Width,should be between 9 and 18
2079023,Length,should be between 17 and 26
2079023,Width,should be between 9 and 18
2003737,Length,should be between 17 and 26
2003737,Width,should be between 9 and 18
2003738,Length,should be between 17 and 26
2003738,Width,should be between 9 and 18
2003739,Length,should be between 17 and 26
2003739,Width,should be between 9 and 18
2003740,Length,should be between 17 and 26
2003740,Width,should be between 9 and 18
4003741,Length,should be between 4 and 50
4003741,Width,should be between 3 and 30
2003746,Length,should be between 17 and 26
2003746,Width,should be between 9 and 18
2071553,Length,should be between 17 and 26
2071553,Width,should be between 9 and 18
2009307,OvalTrackLength,should be 400
2009307,SprintStraightLength,should be between 100 and 150
2009307,StraightTrackLanes,should be between 4 and 12
4003802,Length,should be between 4 and 50
4003802,Width,should be between 3 and 30
2003809,Length,should be between 17 and 26
2003809,Width,should be between 9 and 18
2003810,Length,should be between 17 and 26
2003810,Width,should be between 9 and 18
4003811,Length,should be between 4 and 50
4003811,Width,should be between 3 and 30
2003812,Length,should be between 17 and 26
2003812,Width,should be between 9 and 18
2003840,Length,should be between 17 and 26
2003840,Width,should be between 9 and 18
4003841,Length,should be between 4 and 50
4003841,Width,should be between 3 and 30
4127123,Length,should be between 17 and 26
4127123,Width,should be between 9 and 18
4127124,Length,should be between 4 and 50
4127124,Width,should be between 3 and 30
4086497,Length,should be between 4 and 50
4086497,Width,should be between 3 and 30
2003887,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4003898,Length,should be between 4 and 50
4003898,Width,should be between 3 and 30
4003906,Length,should be between 17 and 26
4003906,Width,should be between 9 and 18
2026275,Length,should be between 17 and 26
2026275,Width,should be between 9 and 18
4003914,Length,should be between 4 and 50
4003914,Width,should be between 3 and 30
2080083,Length,should be between 17 and 26
2080083,Width,should be between 9 and 18
2003940,Length,should be between 17 and 26
2003940,Width,should be between 9 and 18
4115734,Length,should be between 17 and 26
4115734,Width,should be between 9 and 18
4027165,Length,should be between 400 and 6000
2071785,Length,should be between 17 and 26
2071785,Width,should be between 9 and 18
4091817,Length,should be between 4 and 50
4091817,Width,should be between 3 and 30
4004046,Length,should be between 4 and 50
4004046,Width,should be between 3 and 30
4027374,OvalTrackLength,should be 400
4027374,SprintStraightLength,should be between 100 and 150
4027374,StraightTrackLanes,should be between 4 and 12
2004083,Length,should be between 17 and 26
2004083,Width,should be between 9 and 18
2036321,Length,should be between 17 and 26
2036321,Width,should be between 9 and 18
4004109,Length,should be between 17 and 26
4004109,Width,should be between 9 and 18
4028473,Length,should be between 17 and 26
4028473,Width,should be between 9 and 18
4004152,Length,should be between 4 and 50
4004152,Width,should be between 3 and 30
4116434,Length,should be between 17 and 26
4116434,Width,should be between 9 and 18
4004172,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4004178,Length,should be between 4 and 50
4004178,Width,should be between 3 and 30
4004180,Length,should be between 4 and 50
4004180,Width,should be between 3 and 30
4018021,Stations,should be between 5 and 700
2071543,Length,should be between 17 and 26
2071543,Width,should be between 9 and 18
4004210,Length,should be between 4 and 50
4004210,Width,should be between 3 and 30
4009317,OvalTrackLength,should be 400
4009317,SprintStraightLength,should be between 100 and 150
4009317,StraightTrackLanes,should be between 4 and 12
2004218,Length,should be between 17 and 26
2004218,Width,should be between 9 and 18
2028075,Length,should be between 17 and 26
2028075,Width,should be between 9 and 18
4004234,Length,should be between 4 and 50
4004234,Width,should be between 3 and 30
2028110,Length,should be between 17 and 26
2028110,Width,should be between 9 and 18
4009320,OvalTrackLength,should be 400
4009320,SprintStraightLength,should be between 100 and 150
4009320,StraightTrackLanes,should be between 4 and 12
4116166,Length,should be between 17 and 26
4116166,Width,should be between 9 and 18
4004261,Length,should be between 17 and 26
4004261,Width,should be between 9 and 18
4004262,Length,should be between 4 and 50
4004262,Width,should be between 3 and 30
2004270,Length,should be between 17 and 26
2004270,Width,should be between 9 and 18
2009321,OvalTrackLength,should be 400
2009321,SprintStraightLength,should be between 100 and 150
2009321,StraightTrackLanes,should be between 4 and 12
4004271,Length,should be between 4 and 50
4004271,Width,should be between 3 and 30
4111734,Length,should be between 17 and 26
4111734,Width,should be between 9 and 18
4004283,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4071413,Length,should be between 17 and 26
4071413,Width,should be between 9 and 18
2004334,Length,should be between 17 and 26
2004334,Width,should be between 9 and 18
4101905,Length,should be between 17 and 26
4101905,Width,should be between 9 and 18
2027384,Length,should be between 17 and 26
2027384,Width,should be between 9 and 18
2027386,Length,should be between 17 and 26
2027386,Width,should be between 9 and 18
2072061,Length,should be between 17 and 26
2072061,Width,should be between 9 and 18
4004370,Length,should be between 17 and 26
4004370,Width,should be between 9 and 18
4082368,Length,should be between 17 and 26
4082368,Width,should be between 9 and 18
4004449,Length,should be between 4 and 50
4004449,Width,should be between 3 and 30
4029250,Bays,should be between 5 and 100
4029250,Length,should be between 100 and 500
2071403,Length,should be between 17 and 26
2071403,Width,should be between 9 and 18
4117501,Length,should be between 17 and 26
4117501,Width,should be between 9 and 18
4004562,Length,should be between 4 and 50
4004562,Width,should be between 3 and 30
2072139,Length,should be between 17 and 26
2072139,Width,should be between 9 and 18
4103879,Length,should be between 4 and 50
4103879,Width,should be between 3 and 30
4028157,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4004592,Length,should be between 17 and 26
4004592,Width,should be between 9 and 18
2073575,Length,should be between 17 and 26
2073575,Width,should be between 9 and 18
4018238,Stations,should be between 5 and 700
2004643,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4102030,Length,should be between 4 and 50
4102030,Width,should be between 3 and 30
4095154,Length,should be between 4 and 50
4095154,Width,should be between 3 and 30
4004660,Length,should be between 4 and 50
4004660,Width,should be between 3 and 30
4004661,Length,should be between 4 and 50
4004661,Width,should be between 3 and 30
2039074,Stations,should be between 5 and 700
2039075,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2009339,OvalTrackLength,should be 400
2009339,SprintStraightLength,should be between 100 and 150
2009339,StraightTrackLanes,should be between 4 and 12
4004702,Length,should be between 4 and 50
4004702,Width,should be between 3 and 30
4117144,Length,should be between 4 and 50
4117144,Width,should be between 3 and 30
4027122,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4027123,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4039460,Length,should be between 17 and 26
4039460,Width,should be between 9 and 18
2009342,OvalTrackLength,should be 400
2009342,SprintStraightLength,should be between 100 and 150
2009342,StraightTrackLanes,should be between 4 and 12
4039470,Length,should be between 17 and 26
2039481,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4101029,Length,should be between 4 and 50
4101029,Width,should be between 3 and 30
2074852,Length,should be between 17 and 26
2074852,Width,should be between 9 and 18
4008808,Length,should be between 10 and 80
4008808,Width,should be between 3 and 80
30006426,OvalTrackLength,should be 400
30006426,SprintStraightLength,should be between 100 and 150
30006426,StraightTrackLanes,should be between 4 and 12
2080091,Length,should be between 17 and 26
2080091,Width,should be between 9 and 18
4004950,Length,should be between 17 and 26
4004950,Width,should be between 9 and 18
4005014,Length,should be between 4 and 50
4005014,Width,should be between 3 and 30
4111738,Width,should be between 53 and 100
4005025,Length,should be between 4 and 50
4005025,Width,should be between 3 and 30
4005026,Length,should be between 4 and 50
4005026,Width,should be between 3 and 30
4009351,OvalTrackLength,should be 400
4009351,SprintStraightLength,should be between 100 and 150
4009351,StraightTrackLanes,should be between 4 and 12
4027182,Length,should be between 17 and 26
4027182,Width,should be between 9 and 18
4005155,Length,should be between 4 and 50
4005155,Width,should be between 3 and 30
2027048,Length,should be between 17 and 26
2027048,Width,should be between 9 and 18
4079372,Length,should be between 4 and 50
4079372,Width,should be between 3 and 30
2071933,Length,should be between 17 and 26
2071933,Width,should be between 9 and 18
2009357,OvalTrackLength,should be 400
2009357,SprintStraightLength,should be between 100 and 150
2009357,StraightTrackLanes,should be between 4 and 12
2074140,OvalTrackLength,should be 400
2074140,SprintStraightLength,should be between 100 and 150
2074140,StraightTrackLanes,should be between 4 and 12
4005225,Length,should be between 4 and 50
4005225,Width,should be between 3 and 30
4005226,Length,should be between 4 and 50
4005226,Width,should be between 3 and 30
4005230,Length,should be between 4 and 50
4005230,Width,should be between 3 and 30
4005238,Length,should be between 4 and 50
4005238,Width,should be between 3 and 30
4113845,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2009359,OvalTrackLength,should be 400
2009359,SprintStraightLength,should be between 100 and 150
2009359,StraightTrackLanes,should be between 4 and 12
4005317,Length,should be between 4 and 50
4005317,Width,should be between 3 and 30
4005382,Length,should be between 17 and 26
4005382,Width,should be between 9 and 18
2009364,OvalTrackLength,should be 400
2009364,SprintStraightLength,should be between 100 and 150
2009364,StraightTrackLanes,should be between 4 and 12
2009366,OvalTrackLength,should be 400
2009366,SprintStraightLength,should be between 100 and 150
2009366,StraightTrackLanes,should be between 4 and 12
4005431,Length,should be between 4 and 50
4005431,Width,should be between 3 and 30
4009367,OvalTrackLength,should be 400
4009367,SprintStraightLength,should be between 100 and 150
4009367,StraightTrackLanes,should be between 4 and 12
4026987,Length,should be between 17 and 26
4026987,Width,should be between 9 and 18
4005481,Length,should be between 4 and 50
4005481,Width,should be between 3 and 30
4116247,Length,should be between 17 and 26
4116247,Width,should be between 9 and 18
4027134,Length,should be between 17 and 26
4027134,Width,should be between 9 and 18
4028760,OvalTrackLength,should be 400
4028760,SprintStraightLength,should be between 100 and 150
4028760,StraightTrackLanes,should be between 4 and 12
2005542,Length,should be between 17 and 26
2005542,Width,should be between 9 and 18
4005557,Length,should be between 4 and 50
4005557,Width,should be between 3 and 30
2078861,Length,should be between 17 and 26
2078861,Width,should be between 9 and 18
2005625,Length,should be between 17 and 26
2005625,Width,should be between 9 and 18
2095839,Length,should be between 17 and 26
2095839,Width,should be between 9 and 18
4005626,Length,should be between 4 and 50
4005626,Width,should be between 3 and 30
4071121,Length,should be between 4 and 50
4071121,Width,should be between 3 and 30
4081420,Length,should be between 4 and 50
4081420,Width,should be between 3 and 30
2071114,Length,should be between 10 and 80
2071114,Width,should be between 3 and 80
4102825,Length,should be between 17 and 26
4102825,Width,should be between 9 and 18
4103500,Length,should be between 17 and 26
4103500,Width,should be between 9 and 18
4103501,Length,should be between 4 and 50
4103501,Width,should be between 3 and 30
4026274,OvalTrackLength,should be 400
4026274,SprintStraightLength,should be between 100 and 150
4026274,StraightTrackLanes,should be between 4 and 12
4006559,Length,should be between 4 and 50
4006559,Width,should be between 3 and 30
2006563,Length,should be between 17 and 26
2006563,Width,should be between 9 and 18
4006573,Length,should be between 4 and 50
4006573,Width,should be between 3 and 30
4006584,Length,should be between 4 and 50
4006584,Width,should be between 3 and 30
4006585,Length,should be between 4 and 50
4006585,Width,should be between 3 and 30
4101271,Length,should be between 4 and 50
4101271,Width,should be between 3 and 30
4006589,Length,should be between 4 and 50
4006589,Width,should be between 3 and 30
4086561,Length,should be between 4 and 50
4086561,Width,should be between 3 and 30
4006590,Length,should be between 4 and 50
4006590,Width,should be between 3 and 30
2006596,Length,should be between 17 and 26
2006596,Width,should be between 9 and 18
4028202,OvalTrackLength,should be 400
4028202,SprintStraightLength,should be between 100 and 150
4028202,StraightTrackLanes,should be between 4 and 12
4006640,Length,should be between 17 and 26
4006640,Width,should be between 9 and 18
4072115,Length,should be between 17 and 26
4072115,Width,should be between 9 and 18
2006642,Length,should be between 17 and 26
2006642,Width,should be between 9 and 18
4006664,Length,should be between 4 and 50
4006664,Width,should be between 3 and 30
4006699,Length,should be between 4 and 50
4006699,Width,should be between 3 and 30
4006700,Length,should be between 4 and 50
4006700,Width,should be between 3 and 30
4006701,Length,should be between 4 and 50
4006701,Width,should be between 3 and 30
4029258,Length,should be between 800 and 9000
4006714,Length,should be between 17 and 26
4006714,Width,should be between 9 and 18
4006738,Length,should be between 4 and 50
4006738,Width,should be between 3 and 30
4006765,Length,should be between 4 and 50
4006765,Width,should be between 3 and 30
2006867,Length,should be between 17 and 26
2006867,Width,should be between 9 and 18
2086898,Length,should be between 17 and 26
2086898,Width,should be between 9 and 18
2071987,Length,should be between 17 and 26
2071987,Width,should be between 9 and 18
4006885,Length,should be between 4 and 50
4006885,Width,should be between 3 and 30
4006952,Length,should be between 4 and 50
4006952,Width,should be between 3 and 30
4007029,Length,should be between 4 and 50
4007029,Width,should be between 3 and 30
4007078,Length,should be between 4 and 50
4007078,Width,should be between 3 and 30
4078876,Length,should be between 4 and 50
4078876,Width,should be between 3 and 30
4007085,Length,should be between 4 and 50
4007085,Width,should be between 3 and 30
4007119,Length,should be between 4 and 50
4007119,Width,should be between 3 and 30
2009388,OvalTrackLength,should be 400
2009388,SprintStraightLength,should be between 100 and 150
2009388,StraightTrackLanes,should be between 4 and 12
4007174,Length,should be between 4 and 50
4007174,Width,should be between 3 and 30
4009414,OvalTrackLength,should be 400
4009414,SprintStraightLength,should be between 100 and 150
4009414,StraightTrackLanes,should be between 4 and 12
4007262,Length,should be between 4 and 50
4007262,Width,should be between 3 and 30
2007298,Length,should be between 17 and 26
2007298,Width,should be between 9 and 18
2007314,Length,should be between 17 and 26
2007314,Width,should be between 9 and 18
4007332,Length,should be between 4 and 50
4007332,Width,should be between 3 and 30
4026121,Length,should be between 4 and 50
4026121,Width,should be between 3 and 30
4007333,Length,should be between 4 and 50
4007333,Width,should be between 3 and 30
2009584,OvalTrackLength,should be 400
2009584,SprintStraightLength,should be between 100 and 150
2009584,StraightTrackLanes,should be between 4 and 12
4007373,Length,should be between 4 and 50
4007373,Width,should be between 3 and 30
2071418,Length,should be between 17 and 26
2071418,Width,should be between 9 and 18
4074757,Length,should be between 4 and 50
4074757,Width,should be between 3 and 30
4007445,Length,should be between 4 and 50
4007445,Width,should be between 3 and 30
4007446,Length,should be between 4 and 50
4007446,Width,should be between 3 and 30
4007479,Length,should be between 4 and 50
4007479,Width,should be between 3 and 30
4079441,Length,should be between 4 and 50
4079441,Width,should be between 3 and 30
4007621,Length,should be between 4 and 50
4007621,Width,should be between 3 and 30
4007623,Length,should be between 4 and 50
4007623,Width,should be between 3 and 30
4007709,Length,should be between 4 and 50
4007709,Width,should be between 3 and 30
4007717,Length,should be between 4 and 50
4007717,Width,should be between 3 and 30
4007759,Length,should be between 4 and 50
4007759,Width,should be between 3 and 30
4007772,Length,should be between 4 and 50
4007772,Width,should be between 3 and 30
4007776,Length,should be between 4 and 50
4007776,Width,should be between 3 and 30
4007779,Length,should be between 17 and 26
4007779,Width,should be between 9 and 18
4020409,Stations,should be between 5 and 700
4081273,Length,should be between 4 and 50
4081273,Width,should be between 3 and 30
2007821,Length,should be between 17 and 26
2007821,Width,should be between 9 and 18
2071387,Length,should be between 17 and 26
2071387,Width,should be between 9 and 18
2071391,Length,should be between 17 and 26
2071391,Width,should be between 9 and 18
4127622,Length,should be between 800 and 9000
4007881,Length,should be between 4 and 50
4007881,Width,should be between 3 and 30
4007882,Length,should be between 4 and 50
4007882,Width,should be between 3 and 30
4007883,Length,should be between 4 and 50
4007883,Width,should be between 3 and 30
2007898,Length,should be between 17 and 26
2007898,Width,should be between 9 and 18
4007919,Length,should be between 4 and 50
4007919,Width,should be between 3 and 30
4007920,Length,should be between 4 and 50
4007920,Width,should be between 3 and 30
2008028,Length,should be between 17 and 26
2008028,Width,should be between 9 and 18
2070620,Length,should be between 17 and 26
2070620,Width,should be between 9 and 18
2070622,Length,should be between 17 and 26
2070622,Width,should be between 9 and 18
2008032,Length,should be between 17 and 26
2008032,Width,should be between 9 and 18
2008041,Length,should be between 17 and 26
2008041,Width,should be between 9 and 18
4008061,Length,should be between 4 and 50
4008061,Width,should be between 3 and 30
2028745,Length,should be between 17 and 26
2028745,Width,should be between 9 and 18
4008069,Length,should be between 4 and 50
4008069,Width,should be between 3 and 30
4008112,Length,should be between 4 and 50
4008112,Width,should be between 3 and 30
2008124,Length,should be between 17 and 26
2008124,Width,should be between 9 and 18
4115959,Length,should be between 17 and 26
4115959,Width,should be between 9 and 18
4008192,Length,should be between 4 and 50
4008192,Width,should be between 3 and 30
4038121,Length,should be between 4 and 50
4038121,Width,should be between 3 and 30
4038122,Length,should be between 4 and 50
4038122,Width,should be between 3 and 30
4028011,Length,should be between 17 and 26
4028011,Width,should be between 9 and 18
2038006,Length,should be between 17 and 26
2038006,Width,should be between 9 and 18
4038174,Width,should be between 3 and 30
4040004,Length,should be between 17 and 26
4040004,Width,should be between 9 and 18
4008243,Length,should be between 4 and 50
4038788,Length,should be between 4 and 50
4038788,Width,should be between 3 and 30
2009391,OvalTrackLength,should be 400
2009391,SprintStraightLength,should be between 100 and 150
2009391,StraightTrackLanes,should be between 4 and 12
4008309,Length,should be between 4 and 50
4008309,Width,should be between 3 and 30
4008319,Length,should be between 4 and 50
4008319,Width,should be between 3 and 30
4126491,Length,should be between 4 and 50
4126491,Width,should be between 3 and 30
4039009,Length,should be between 4 and 50
4039009,Width,should be between 3 and 30
4008377,Length,should be between 4 and 50
4008377,Width,should be between 3 and 30
4008378,Length,should be between 4 and 50
4008378,Width,should be between 3 and 30
4008379,Length,should be between 4 and 50
4008379,Width,should be between 3 and 30
4008380,Length,should be between 4 and 50
4008380,Width,should be between 3 and 30
4038490,Length,should be between 4 and 50
4038490,Width,should be between 3 and 30
4008403,Length,should be between 4 and 50
4008403,Width,should be between 3 and 30
4008409,Length,should be between 4 and 50
4008409,Width,should be between 3 and 30
4008411,Length,should be between 4 and 50
4008411,Width,should be between 3 and 30
4008412,Length,should be between 4 and 50
4008412,Width,should be between 3 and 30
4008413,Length,should be between 4 and 50
4008413,Width,should be between 3 and 30
4008414,Length,should be between 4 and 50
4008414,Width,should be between 3 and 30
4008416,Length,should be between 4 and 50
4008416,Width,should be between 3 and 30
4008417,Length,should be between 4 and 50
4008417,Width,should be between 3 and 30
4008419,Length,should be between 4 and 50
4008419,Width,should be between 3 and 30
4008422,Length,should be between 4 and 50
4008422,Width,should be between 3 and 30
4008432,Length,should be between 4 and 50
4008432,Width,should be between 3 and 30
4008434,Length,should be between 4 and 50
4008434,Width,should be between 3 and 30
4008435,Length,should be between 4 and 50
4008435,Width,should be between 3 and 30
4008438,Length,should be between 4 and 50
4008438,Width,should be between 3 and 30
4008439,Length,should be between 4 and 50
4008439,Width,should be between 3 and 30
4008442,Length,should be between 4 and 50
4008442,Width,should be between 3 and 30
4104472,Length,should be between 400 and 6000
4026810,Length,should be between 4 and 50
4026810,Width,should be between 3 and 30
4026863,Length,should be between 4 and 50
4026863,Width,should be between 3 and 30
4008460,Length,should be between 4 and 50
4008460,Width,should be between 3 and 30
4008468,Length,should be between 4 and 50
4008468,Width,should be between 3 and 30
4028021,Length,should be between 4 and 50
4028021,Width,should be between 3 and 30
4008473,Length,should be between 4 and 50
4008473,Width,should be between 3 and 30
4008476,Length,should be between 4 and 50
4008476,Width,should be between 3 and 30
4008477,Length,should be between 4 and 50
4008477,Width,should be between 3 and 30
4008491,Length,should be between 4 and 50
4008491,Width,should be between 3 and 30
4008493,Length,should be between 4 and 50
4008493,Width,should be between 3 and 30
4008498,Length,should be between 4 and 50
4008498,Width,should be between 3 and 30
4008500,Length,should be between 4 and 50
4008500,Width,should be between 3 and 30
4084837,Length,should be between 4 and 50
4084837,Width,should be between 3 and 30
4038547,Length,should be between 4 and 50
4038547,Width,should be between 3 and 30
4008503,Length,should be between 4 and 50
4008503,Width,should be between 3 and 30
4008504,Length,should be between 4 and 50
4008504,Width,should be between 3 and 30
4008509,Length,should be between 4 and 50
4008509,Width,should be between 3 and 30
4008511,Length,should be between 4 and 50
4008511,Width,should be between 3 and 30
4008512,Length,should be between 4 and 50
4008512,Width,should be between 3 and 30
4008514,Length,should be between 4 and 50
4008514,Width,should be between 3 and 30
4008517,Length,should be between 4 and 50
4008517,Width,should be between 3 and 30
4008518,Length,should be between 4 and 50
4008518,Width,should be between 3 and 30
4008520,Length,should be between 4 and 50
4008520,Width,should be between 3 and 30
4008525,Length,should be between 4 and 50
4008525,Width,should be between 3 and 30
4008527,Length,should be between 4 and 50
4008527,Width,should be between 3 and 30
4118037,Length,should be between 17 and 26
4118037,Width,should be between 9 and 18
4008529,Length,should be between 4 and 50
4008529,Width,should be between 3 and 30
4008531,Length,should be between 4 and 50
4008531,Width,should be between 3 and 30
4008533,Length,should be between 4 and 50
4008533,Width,should be between 3 and 30
4027394,Length,should be between 4 and 50
4027394,Width,should be between 3 and 30
4008544,Length,should be between 4 and 50
4008544,Width,should be between 3 and 30
4008545,Length,should be between 4 and 50
4008545,Width,should be between 3 and 30
4008549,Length,should be between 4 and 50
4008549,Width,should be between 3 and 30
4074693,Length,should be between 4 and 50
4074693,Width,should be between 3 and 30
4115293,Length,should be between 4 and 50
4115293,Width,should be between 3 and 30
4008572,Length,should be between 4 and 50
4008572,Width,should be between 3 and 30
4118033,Length,should be between 4 and 50
4118033,Width,should be between 3 and 30
4008573,Length,should be between 4 and 50
4008573,Width,should be between 3 and 30
4008577,Length,should be between 4 and 50
4008577,Width,should be between 3 and 30
4008593,Length,should be between 4 and 50
4008593,Width,should be between 3 and 30
4008597,Length,should be between 4 and 50
4008597,Width,should be between 3 and 30
4008598,Length,should be between 4 and 50
4008598,Width,should be between 3 and 30
4008604,Length,should be between 4 and 50
4008604,Width,should be between 3 and 30
4008614,Length,should be between 4 and 50
4008614,Width,should be between 3 and 30
4008615,Length,should be between 4 and 50
4008615,Width,should be between 3 and 30
4008616,Length,should be between 4 and 50
4008616,Width,should be between 3 and 30
4008617,Length,should be between 4 and 50
4008617,Width,should be between 3 and 30
2021481,Stations,should be between 5 and 700
4008622,Length,should be between 4 and 50
4008622,Width,should be between 3 and 30
4008632,Length,should be between 4 and 50
4008632,Width,should be between 3 and 30
4008640,Length,should be between 4 and 50
4008640,Width,should be between 3 and 30
4086232,Length,should be between 4 and 50
4086232,Width,should be between 3 and 30
4074587,Length,should be between 4 and 50
4074587,Width,should be between 3 and 30
4008654,Length,should be between 4 and 50
4008654,Width,should be between 3 and 30
4008655,Length,should be between 4 and 50
4008655,Width,should be between 3 and 30
4008656,Length,should be between 4 and 50
4008656,Width,should be between 3 and 30
4008657,Length,should be between 4 and 50
4008657,Width,should be between 3 and 30
4028757,OvalTrackLanes,should be between 4 and 10
4028757,OvalTrackLength,should be 400
4028757,SprintStraightLength,should be between 100 and 150
4028757,StraightTrackLanes,should be between 4 and 12
2008680,Length,should be between 17 and 26
2008680,Width,should be between 9 and 18
4008689,Length,should be between 17 and 26
4008689,Width,should be between 9 and 18
4105539,Stations,should be between 5 and 700
2009402,OvalTrackLength,should be 400
2009402,SprintStraightLength,should be between 100 and 150
2009402,StraightTrackLanes,should be between 4 and 12
2009415,OvalTrackLength,should be 400
2009415,SprintStraightLength,should be between 100 and 150
2009415,StraightTrackLanes,should be between 4 and 12
2009422,OvalTrackLength,should be 400
2009422,SprintStraightLength,should be between 100 and 150
2009422,StraightTrackLanes,should be between 4 and 12
4009425,OvalTrackLength,should be 400
4009425,SprintStraightLength,should be between 100 and 150
4009425,StraightTrackLanes,should be between 4 and 12
4009431,OvalTrackLength,should be 400
4009431,SprintStraightLength,should be between 100 and 150
4009431,StraightTrackLanes,should be between 4 and 12
4009449,OvalTrackLength,should be 400
4009449,SprintStraightLength,should be between 100 and 150
4009449,StraightTrackLanes,should be between 4 and 12
4009469,OvalTrackLength,should be 400
4009469,SprintStraightLength,should be between 100 and 150
4009469,StraightTrackLanes,should be between 4 and 12
2009474,OvalTrackLength,should be 400
2009474,SprintStraightLength,should be between 100 and 150
2009474,StraightTrackLanes,should be between 4 and 12
4009485,OvalTrackLength,should be 400
4009485,SprintStraightLength,should be between 100 and 150
4009485,StraightTrackLanes,should be between 4 and 12
2009491,OvalTrackLength,should be 400
2009491,SprintStraightLength,should be between 100 and 150
2009491,StraightTrackLanes,should be between 4 and 12
4009498,OvalTrackLength,should be 400
4009498,SprintStraightLength,should be between 100 and 150
4009498,StraightTrackLanes,should be between 4 and 12
2009505,OvalTrackLength,should be 400
2009505,SprintStraightLength,should be between 100 and 150
2009505,StraightTrackLanes,should be between 4 and 12
2009516,OvalTrackLength,should be 400
2009516,SprintStraightLength,should be between 100 and 150
2009516,StraightTrackLanes,should be between 4 and 12
